nm	kind_code
Guangzhou Institutes of Biomedicine And Health, Chinese Academy of Sciences	3
GUANGZHOU JIETE BIOFITER PRODUCTS CO. LTD.	0
GUANGZHOU JINGHUA OPTICAL &amp; ELECTRONICS CO., LTD.	0
Guangzhou Jishi Construction Group Co., Ltd.	0
GUANGZHOU JIUBANG DIGITAL TECHNOLOGY CO., LTD.	0
GUANGZHOU KANGRUI BIOLOGICAL PHARMACEUTICAL TECHNOLOGY CO, LTD.	0
GUANGZHOU KANGRUI BIOLOGICAL PHARMACEUTICAL TECHNOLOGY CO., LTD.	0
Guangzhou kiss kiss technology co., LTD	0
Guangzhou Kongyi Metal Product Co., Ltd.	0
GUANGZHOU KUGOU COMPUTER TECHNOLOGY CO. LTD.	0
GUANGZHOU KUGOU COMPUTER TECHNOLOGY CO., LTD.	0
GuangZhou KuGou Computer Technology Co.Ltd	0
GUANGZHOU LEDTEEN OPTOELECTRONICS CO., LTD	0
Guangzhou Lianrou Machinery &amp; Equipment Co., Ltd.	0
GUANGZHOU LITE-ON MOBILE ELECTRONIC COMPONENTS CO.	0
Guangzhou Lokshun CNC Equipment Ltd	0
GUANGZHOU MAGPIE PHARMACEUTICAL CO., LTD.	0
Guangzhou Maiguang Electronic Science Technology Co., Ltd.	0
GUANGZHOU MANBORUI MATERIAL TECHNOLOGY CO., LTD.	0
GUANGZHOU MAXINOVEL PHARMACEUTICALS CO., LTD.	0
Guangzhou Mid Technology Co., Ltd.	0
Guangzhou Mingsen Technologies Co., Ltd.	0
GUANGZHOU MINO AUTOMOTIVE EQUIPMENT CO. LTD.	0
Guangzhou MINO Automotive Equipment Co., Ltd.	0
Guangzhou Municipal Zhongwei Biotechnology Limited Company	0
GUANGZHOU NAIDONG INFORMATION TECHNOLOGY CO. LIMITED	0
Guangzhou New Extend Rising Environmental Protection Technologies Machinery Equipment Co., Ltd.	0
Guangzhou Newpower Ultrasonic Electric Equipment Co., Ltd.	0
Guangzhou Newpower Ultrasonic Electronic	0
Guangzhou OED Technologies Co., Ltd.	0
Guangzhou On-Bright Electronics Co., Ltd.	0
GUANGZHOU ORIGMOL FEED-ADDITIVE CO., LTD	0
GuangZhou PanYu Tung Yung Stationery MFY., LTD.	0
GUANGZHOU PEPTIDE MEDICAL TECHNOLOGY CO., LTD.	0
GUANGZHOU RISING DRAGON ELECTRONICS &amp; PLASTICS TECHNOLOGY CO., LTD.	0
GUANGZHOU RONGSHENG INFORMATION TECHNOLOGY CO., LTD.	0
GUANGZHOU RUIFENG AUDIO TECHNOLOGY CORPORATION LTD.	0
GUANGZHOU SAGENE BIOTECH CORP.	0
Guangzhou SAT Infrared Technology Co. Ltd.	0
Guangzhou SAT Infrared Technology Co., Ltd.	0
GUANGZHOU SEAGULL KITCHEN AND BATH PRODUCTS CO., LTD	0
GUANGZHOU SEAGULL KITCHEN AND BATH PRODUCTS CO., LTD.	0
GUANGZHOU SHEENCOLOR COSMETICS CO., LTD.	0
Guangzhou Shenma Mobile Information Technology Co., Ltd.	0
Guangzhou Shirui Electronics Co, Ltd.	0
GUANGZHOU SHIRUI ELECTRONICS CO., LTD.	0
GUANGZHOU SPECIAL PRESSURE EQUIPMENT INSPECTION AND RESEARCH INSTITUTE	3
GUANGZHOU SUNMILE DYNAMIC TECHNOLOGIES CORP., LTD	0
Guangzhou Sunray Medical Apparatus Co., Ltd.	0
GUANGZHOU T. K MEDICAL INSTRUMENT CO., LTD.	0
GUANGZHOU T. K. MEDICAL INSTRUMENT CO. LTD.	0
GUANGZHOU T. K. MEDICAL INSTRUMENT CO., LTD.	0
GUANGZHOU T.K MEDICAL INSTRUMENT CO., LTD.	0
GUANGZHOU T.K. MEDICAL INSTRUMENT CO., LTD.	0
GUANGZHOU TECH-LONG PACKAGING MACHINERY CO., LTD.	0
Guangzhou Tiger Head Battery Group Co., Ltd.	0
GUANGZHOU TRIZ INFORMATION TECHNOLOGY LTD.	0
GUANGZHOU UCWEB COMPUTER TECHNOLOGY CO., LTD	0
GUANGZHOU UCWEB COMPUTER TECHNOLOGY CO., LTD.	0
GUANGZHOU UCWEB COMPUTER TECNOLOGY CO., LTD.	0
Guangzhou University of Chinese Medicine	1
Guangzhou Wangyi Trade Co., Ltd.	0
Guangzhou Wenyi Communication Equipment Co., LTD.	0
GUANGZHOU WINTIMES ALUMINUM PRODUCTS CO., LTD.	0
Guangzhou Wondfo Biotech. Co., Ltd.	0
GUANGZHOU XINGPU ELECTRONIC TECHNOLOGY CO., LTD.	0
Guangzhou Xinker Software Technology Co., Ltd.	0
Guangzhou Xinqiao Construction Service Co., Ltd.	0
GUANGZHOU YAJIANG PHOTOELECTRIC EQUIPMENT CO., LTD	0
GUANGZHOU YIJIAN BIOMEDICAL TECHNOLOGY DEVELOPMENT CO.LTD	0
GUANGZHOU YUNLANG INFORMATION TECHNOLOGY CO., LTD.	0
Guangzhou Yunyuan Biotech Co., Ltd.	0
GUANGZHOU ZETLIGHT ELECTRONIC COMPANY	0
GUANGZHOU ZHIJING TECHNOLOGY CO., LTD	0
Guangzhou Zhuanzhe Electronic Technology Co., Ltd	0
Guarany Industria E Comercio LTDA.	0
Guarany Industria e Comercio Ltda.	0
Guard Insurance Group	0
Guard RFID Solutions Inc.	0
Guard911 LLC	0
GUARDAHEEL IP PTY LIMITED	0
Guardair Corporation	0
Guardant Health, Inc.	0
Guardant Helath, Inc.	0
GUARDBOT INC.	0
Guardfreight Worldwide Limited	0
Guardhat, Inc.	0
Guardian 8 Corporation	0
Guardian Analytics, Inc.	0
Guardian Angel Navigational Concepts IP LLC	0
Guardian Barriers IP Limited	0
Guardian Chemicals, Inc.	0
Guardian do Brasil Vidros Planos Ltda.	0
Guardian Dynamics, LLC	0
Guardian Europe S.a r.l.	0
Guardian Europe S.a.r.l.	0
Guardian Food Technologies, LLC	0
Guardian Glass, LLC	0
Guardian Glass, LLC.	0
Guardian Global Technologies Limited	0
GUARDIAN GOLF PRODUCTS LLC	0
Guardian Health Technologies, LLC	0
Guardian IG, LLC	0
Guardian Ignition Interlock Manufacturing, Inc.	0
Guardian Industires Corp.	0
Guardian Industries	0
Guardian Industries Corp	0
Guardian Industries Corp.	0
Guardian Industries Corporation	0
Guardian Industries UK Ltd.	0
Guardian Industries, Corp.	0
Guardian Industris Corp.	0
Guardian Innovations, LLC	0
Guardian Life Insurance Company of America	0
GUARDIAN MANUFACTURING, INC.	0
Guardian Pool Fence Systems, Inc.	0
Guardian Pool Systems, Inc.	0
Guardian Research Technologies, LLC	0
GUARDIAN SAFETY SOLUTIONS INTERNATIONAL, INC.	0
GUARDICORE LTD.	0
Guardion Health Sciences, LLC	0
Guardity Technologies, Inc.	0
Guardknox Cyber Technologies Ltd.	0
GuardLlama Inc.	0
Guardly Corporation	0
Guardnec Co., Ltd.	0
Guardsman Scientific, Inc.	0
GUARDTIME IP HOLDINGS LIMITED	0
GUARDTIME IP HOLDINGS LTD.	0
Guardtime IP Holdings, Ltd	0
GUARDTIME IP HOLDINGS, LTD.	0
GUARDVANT, INC.	0
GUARNIFLON S.P.A.	0
GUAVUS, INC.	0
Guay Guay Trading Co., Ltd.	0
GUBAGOO, INC.	0
GUBALINK LLC	0
GuD Geotechnik und Dynamik GmbH	0
Gudeng Precision Industrial Co, Ltd	0
Gudeng Precision Industrial Co, Ltd.	0
Gudeng Precision Industrial Co., Ltd.	0
Gudpod Corp.	0
Gudpod Holdings, LLC	0
GUEDEL A.G.	0
GUEDEL GROUP AG	0
Guehring KG	0
Guehring OHG	0
Guenter Bissinger Medizintechnik GmbH	0
GUENTHER Heisskanaltechnik GmbH	0
GUENTHER HOLDING GMBH &amp; CO. KG	0
GUERBET	0
Guerlain	0
Guerlain Societe Anonyme	0
Guerrilla RF, Inc.	0
GUESSWHAT, LLC	0
Guest Talk Interactive Entertainment Ltd.	0
Guest Tek Interactive Entertainment Ltd.	0
GUESTLOGIX INC.	0
Guestlogix, Inc.	0
Guestof, LLC	0
Guguly Corporation	0
Guidance Airway Solutions, LLC	0
GUIDANCE ENDODONTICS, LLC	0
Guidance IP Limited	0
GUIDANCE NAVIGATION LIMITED	0
Guidance Software, Inc.	0
Guidance-Tableau, LLC	0
GUIDANZ INC.	0
Guidecraft, Inc.	0
Guided Delivery Systems Inc.	0
Guided Delivery Systems, Inc.	0
Guided Interventions, LLC	0
Guided Surgery Solutions, LLC	0
GUIDED THERAPY SYSTEMS LLC	0
Guided Therapy Systems, L.L.C.	0
Guided Therapy Systems, LLC	0
GUIDED ULTRASONICS LTD.	0
GUIDELINE INSTRUMENTS LIMITED	0
Guidemaster Manufacturing Corp.	0
GUIDER TECHNOLOGY CO., LTD.	0
Guide's Choice Inc	0
Guide's Choice Inc.	0
Guidewire Software, Inc.	0
Guiding Stars Licensing Company	0
Guidosimplex S.R.L.	0
GUILBERT EXPRESS	0
GUILBOA S.A.C.	0
Guild Associates	0
GUILD ASSOCIATES INC.	0
Guild Associates, Inc.	0
Guildline Instruments Limited	0
GUILIN FEIYU TECHNOLOGY CORPORATION LTD.	0
Guilin Measuring Instrument Co., Ltd.	0
Guilin Sanjin Pharmaceuticals Co., Ltd.	0
Guill Tool &amp; Engineering Co., Inc.	0
Guill Tool &amp; Engineering, Co. Inc.	0
Guill Tool &amp; Engineering, Co., Inc	0
Guillemot Corporation	0
Guillemot Corporation S.A.	0
Guitar Center, Inc.	0
Guitar Hospital, Inc.	2
Guitouchi Ltd.	0
GUIVES GIRONA, S.A.	0
Guiyang Qianxing Technology Co., Ltd.	0
GUIZHOU ANDA AVIATION FORGING CO., LTD.	0
Guizhou Guangpusen Photoelectric Co., Ltd.	0
GUIZHOU GZGPS CO., LTD.	0
Guizhou Hua-Ke Aluminum-Materials Engineering Research Co., Ltd.	0
Guizhou Liansheng Pharmaceutical Co. Ltd.	0
Guizhou Power Grid Information &amp; Telecommunication Co., Ltd.	0
GUIZHOU PROVINCE PRODUCT QUALITY SUPERVISION AND INSPECTION INSTITUTE	0
Guizhou Redstar Developing Co., Ltd.	0
Guizhou University	1
GUIZHOU YIBAI PHARMACEUTICAL COMPANY LIMITED	0
Guizhou Zhenhua New Material Co., Ltd.	0
GUIZHOU ZHENHUA NEW MATIERAL CO., LTD.	0
Guk-Sigma B. V.	0
GULA CONSULTING LIMITED LIABILITY COMPANY	0
Gulbrandsen Technologies, Inc.	0
GULF COAST COOLER COMPANY, LLC	0
GULF COAST SHIPYARD GROUP, INC.	0
GULF CONVEYOR SYSTEMS PTY LTD.	0
Gulf Sea Products, LLC	0
GULF SECURITY TECHNOLOGY COMPANY LIMITED	0
Gulfstream Aerospace Corporation	0
Gulfstream Inc.	0
Gulfstream Services, Inc.	0
Gulfstream Technologies, Inc.	0
Gulfstrem Areospace Corporation	0
Gullfoss Engineering, LLC	0
Gullivert Technologies Inc.	0
GULPLUG	0
Gum Creek Customs, LLC	0
Gumboots Nominees Pty Limited	0
GUMCHANG. CO., LTD.	0
GumGum, Inc.	0
Gumlink A/S	0
Gummarus LLC	0
GUMPTIOUS TECHNOLOGY CO.	0
Gumroad, Inc.	0
Gumstix, Inc.	0
Gumyoung General Co., Ltd.	0
GUN EI CHEICAL INDUSTRY CO., LTD.	0
Gun Guardian LLC	0
Gun Guardian, LLC	0
Gunbusters, LLC	0
Gunderson LLC	0
Gunderson, LLC	0
GUNEI CHEMICAL INDUSTRY CO., LTD.	0
GUNGHO CHARGE (TIANJIN) REFINED PETROLEUM TECHNOLOGY DEVELOPMENT CO., LTD	0
GungHo Online Entertainment, Inc.	0
GUNGYANG ITT CO., LTD.	0
Gunhide Properties, LLC	0
Gunhugger Enterprises LLC	0
GUNITE CORPORATION	0
Gunitech Corp.	0
Gunma Koike Co., Ltd.	0
GUNMA UNIVERSITY	1
GUNNAR DROUGGE AB	0
GUNNAR OPTIKS, LLC	0
Gunner Fab, LLC	0
Gunrest Enterprise, Inc.	0
GUNSANDMORE.INFO LLC	0
GUNSKINS, LLC.	0
Guntert &amp; Zimmerman Canst. Div., Inc.	0
Guntert &amp; Zimmerman Const. Div., Inc.	0
Gunther Heisskanaltechnik GmbH	0
GUNTHER Heisskanaltechnik GmbH	0
GUNTHER HOLDING GMBH &amp; CO. KG	0
GUNTHER HOLDING GMBH &amp; CO. KG	0
Gunutz LLC	0
Gunwright Intellectual Property LLC	0
Gunze Limited	0
GUO DIAN TONG NETWORK TECHNOLOGY COMPANY LIMITED	0
Guo Yuan Hardware Co., Ltd.	0
Guoguang Electric Company Limited	0
GUPRON GMBH	0
GuraGear, LLC	0
Gurit (UK) Ltd.	0
Gurit (USA) Inc.	0
GURRIS GMBH	0
GURTECH (PTY) LTD	0
Gurtech (Pty) Ltd.	0
Gurtler Industries, Inc.	0
Guru Angad Dev Veterinary and Animal Sciences University	1
Guru Golf, LLC	0
GURULIGIC MICROSYSTEMS OY	0
Gurulogic Microsystems Oy	0
GURUMNETWORKS, INC.	0
GURUNAVI, INC.	0
GuS Periscopes GmbH &amp; Co. KG	0
GuS Praezision in Kunststoff, Glas und Optik GmbH &amp; Co. KG	0
GUSHOR, INC.	0
Gusmer Enterprises, Inc.	0
Guspro Inc.	0
Gussing Renewable Energy International Holding GmbH	0
Gust Tek Interactive Entertainment Ltd.	0
Gustav Gerster GmbH &amp; Co. KG	0
GUSTAV KLAUKE GBMH	0
Gustav Klauke GmbH	0
Gustav Magenwirth GmbH &amp; Co. KG	0
Gustav Magenwirth GmbH &amp; Co., KG	0
Gustav Pirazzi &amp; Comp. KG	0
GUSTAV SELTER GMBH &amp; CO KG	0
Gustav Wahler GmbH u. Co. KG	0
Gustav Wiegard Maschinenfabrik GmbH &amp; Co. KG	0
Gustavo Cincoetti	0
Gustavo Fotanan Inc.	0
Gustavsson Nevada Holding LLC	0
Gusto Products &amp; Services GmbH	0
Gusto Technologies, Inc.	0
GustoMSC Resources B.V.	0
GU-SUNG ENGINEERING &amp; CONSTRUCTION CO., LTD.	0
Gut Guide Oy	0
GUTANNA INNOVATIVE CONCRETE AND TECHNOLOGIES, LLC	0
Gutehoffnungshutte Radsatz GmbH	0
Guth Laboratories, Inc.	0
Gutter Cap, Inc.	0
GutterFlow LLC	0
GUTTERGLOVE, INC.	0
Guvera IP Pty Ltd	0
Guvera IP Pty Ltd.	0
GUY A. SHAKED INVESTMENTS LTD.	0
GUY A. SKAKED INVESTMENTS LTD.	0
Guy Carpenter &amp; Company, LLC.	0
Guzauski-Swist Audio Systems, LLC	0
Guzik Technical Enterprises	0
GV ENGINEERING GMBH	0
GV Snowshoes	0
GVA Consultants AB	0
GVBB HOLDING S.A.R.L.	0
GVBB Holdings S.A.R.L.	0
GVD Corporation	0
GVG OLIEHANDEL B.V.	0
GVN Group Corp.	0
GVOICH FITNESS SYSTEMS	0
Gvoto (Hong Kong) Ltd.	0
GVS Filtration Inc.	0
GVS S.P.A.	0
GVT, Inc.	0
GW COSMETICS GMBH	0
GW IP, LLC	0
GW Medical LLC	0
GW Pharma Limited	0
GW Research Limited	0
GW Services, LLC	0
GWANGJI INSTITUTE OF SCIENCE AND TECHNOLOGY	1
Gwangju Institute of Science an Technology	1
GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY	1
GWANGJU UNIVERSITY INSTITUDE FOR EDUCATIONAL-INDUSTRIAL COOPERATION	1
GWANJU INSTITUTE OF SCIENCE AND TECHNOLOGY	1
GWAVE LLC	0
GWENT ELECTRONIC MATERIALS LIMITED	0
GWENVENTIONS, LLC	0
GWF MESSSYSTEME AG	0
GWO XI STEM CELL APPLIED TECHNOLOGY CO., LTD.	0
GWR INSTRUMENTS, INC.	0
GWS PRODUCTION AB	0
GWS Tahoe Blue LLC	0
GWS Tool, LLC	0
GWS Tube Forming Solutions Inc.	0
GX Technology Canada LTD.	0
GXC Coatings GmbH	0
GXi Holdings, LLC	0
GXM Consulting LLC	0
GxPReady, Inc.	0
GY BIO-MATERIALS CO., LTD.	0
Gyco, Inc.	0
Gyeongbuk Institute for Marine Bio-Industry	3
Gyeonggi Institute of Science &amp; Technology Promotion	3
GYEONGGIDO BUSINESS &amp; SCIENCE ACCELERATOR	0
Gyft, Inc.	0
Gylling Invest AB	0
GYMBOT, LLC	0
Gym-Mark, Inc.	0
GynaecologIQ B.V.	0
GYNAMICS WOMEN'S HEALTH LTD.	0
Gynea Laboratorios, S.L.	0
GyneConcepts, Inc.	0
Gynesonics, Inc.	0
GYNIUS AB	0
Gynotec	0
Gyo Gym Limited	0
GYPSUM MANAGEMENT AND SUPPLY, INC.	0
GYRE Innovations LP	0
Gyrfalcon Technology Inc.	0
Gyrfalcon Technology, Inc.	0
GYRK INTERNATIONAL TECHNOLOGY CO., LTD.	0
Gyrodata Incorporated	0
Gyrodata, Incorporated	0
GYROS Patent AB	0
Gyroton Corporation	0
GYRO-TRAC Corporation	0
Gyrotron Technology, Inc.	0
Gyrus ACMI , Inc.	0
GYRUS ACMI INC	0
GYRUS ACMI INC.	0
GYRUS ACMI, INC.	0
GYRUS ACMI, INC. (D.B.A. OLYMPUS SURGICAL TECHNOLOGIES AMERICA)	0
Gyrus ENT L.L.C.	0
GYRUS ENT, L.L.C.	0
GYRUS MEDICAL LIMITED	0
Gyrus Medical, Inc.	0
Gyt Pants, LLC	0
Gytheion Networks, LLC	0
H &amp; B ELECTRONIC GMBH &amp; CO. KG	0
H &amp; H INNOVATIONS, LLC	0
H &amp; H Tool Shop, LLC	0
H &amp; M GUTBERLET GMBH	0
H &amp; M INNOVATIONS, LLC	0
H &amp; R Industrial, LLC	0
H &amp; S Autoshot Manufacturing Company, Ltd.	0
H &amp; S Manufacturing Co., Inc.	0
H 32	0
H BANK TECHNOLOGY INC.	0
H BION CO., LTD.	0
H CELL, INC.	0
H G MOLENAAR AND COMPANY PROPRIETARY LIMITED	0
H Grossman Limited	0
H Grossman Ltd.	0
H Quest Partners, LP	0
H Quest Vanguard, Inc.	0
H R D Corporation	0
H Young (Operations) Limited	0
H&amp;A PHARMACHEM CO., LTD	0
H&amp;D Electrics, LLC	0
H&amp;F SRL	0
H&amp;H DRILLING TOOLS, LLC	0
H&amp;H Medical Corporation	0
H&amp;H-T CO., LTD.	0
H&amp;K Bioscience Co., Ltd.	0
H&amp;L TOOTH COMPANY	0
H&amp;POWER, INC.	0
H&amp;R Block Tax Services LLC	0
H&amp;R SPECIAL SPRINGS L.P.	0
H&amp;S Chemical Company, Inc.	0
H. B. Fuller Company	0
H. Bion Co., Ltd.	0
H. C. Starch GmbH	0
H. C. Starck GmbH	0
H. C. Starck GmbH &amp; Co. KG	0
H. D. DEFENSE PRODUCTS LTD.	0
H. FOLKE SANDELIN AB	0
H. Grossman Limited	0
H. Henriksen Mek. Verksted AS	0
H. J. BAKER &amp; BRO., LLC	0
H. L. Fuller Tool Design, LLC	0
H. L. Hall &amp; Sons Limited	0
H. Lee Moffin Cancer Center and Research Institute, Inc.	0
H. LEE MOFFIT CANCER CENTER AND RESEARCH INSTITUTE, INC.	0
H. Lee Moffitt Cancer and Research Institute	2
H. Lee Moffitt Cancer and Research Institute, Inc.	0
H. Lee Moffitt Cancer Center and Research Insititute, Inc.	0
H. Lee Moffitt Cancer Center and Research Insitute, Inc.	0
H. Lee Moffitt Cancer Center and Research Institute	2
H. Lee Moffitt Cancer Center and Research Institute, Inc	0
H. Lee Moffitt Cancer Center and Research Institute, Inc.	0
H. Lee Moffitt Cancer Center and Reserach Institute, Inc.	0
H. Lotterman Beheer B.V.	0
H. Luedi + Co. AG	0
H. Lundback A/S	0
H. Lundbeck A/S	0
H. M. Richards, Inc.	0
H. SCHINKEL HOLDING B.V.	0
H.B. Fuller Company	0
H.B. SERVICES PARTNERS L.L.C.	0
H.C. Duke &amp; Son, LLC	0
H.C. Materials Corporation	0
H.C. Starck GmbH	0
H.C. STARCK INC.	0
H.C. Starck Tantalum and Niobium GmbH	0
H.C. Starck, Inc.	0
H.C. Stark Inc.	0
H.C.Tech Co. Ltd.	0
H.D. Hudson Manufacturing Company	0
H.D.S. TECHNOLOGY AG	0
H.E.F.	0
H.E.R.O., Inc.	0
H.H. Scholz KG	0
H.J. Heinz Company	0
H.J. Heinz Company Brands LLC	0
H.L. Hall &amp; Sons Limited	0
H.LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, INC.	0
H.M. Clause, Inc.	0
H.M. Richards, Inc.	0
H.O. Bostrom Company, Inc.	0
H.P. SOUND EQUIPMENT S.P.A.	0
H.R. Smith (Technical Developments) Limited	0
H.R.T. II, LLC	0
H.S.H. JEWELRY INDUSTRY CO., LTD.	0
H.S.-Hospital Service S.P.A.	2
H.S.?Hospital Service S.P.A.	2
H.T.K. Design, LLC	0
H.W.J. Designs for Agribusiness, Inc.	0
H.Y.O., Inc.	0
H2 Catalyst, LLC	0
H2 INC.	0
H2 Pump, LLC	0
H2 Solar GmbH	0
H2, Inc.	0
H2A Environmental, Ltd.	0
H2Flo Pty Ltd	0
H2Fuel-Systems B.V.	0
H2M Beverages, LLC	0
H2O GLOBAL LLC	0
H2O Inferno, LLC	0
H2O Innovation Inc.	0
H2O Research GmbH	0
H2OChills, LLC	0
H2Oil &amp; Gas Ltd	0
H2Optx Inc.	0
H2Pillow L.L.C.	0
H2Safe, LLC	0
H2Scan Corporation	0
H2trOnics, Inc.	0
H2VTech LLC	0
H2X, INC.	0
H32	0
H3D, Inc.	0
H4 Engineering, Inc.	0
H4 Innovations, LLC	0
H4D INTERNATIONAL S.A.	0
H4SEP KFT	0
H4X e.U.	0
H55 SA	0
H56 Inc.	0
H56, Inc.	0
HAAG-STREIT AG	0
Haagstreit Medtech AG	0
Haaheim Invent	0
Haarla OY	0
Haarslev A/S	0
HAARSLEV INDUSTRIES GMBH	0
Haas Automation, Inc.	0
Haas Food Equipment GmbH	0
Haas Laser Technologies, Inc.	0
HAAS Schleifmaschinen GmbH	0
Haase Investments UG	0
HAAS-MONDOMIX B.V.	0
Habasit AG	0
HABASIT AMERICA, INC.	0
Habasit Italiana S.p.A.	0
HABCO Industries, Inc.	0
Habdank PV-Montagesysteme GmbH &amp; Co. KG	0
HABEMIT INTERNATIONAL CO. LTD.	0
Haberman Products Limited	0
HaberVision LLC	0
Habitat Economics, LLC	0
HABITEX CORPORATION	0
Habonim Industrial Valves &amp; Actuators Ltd.	0
HABSONIC LLC	0
HABsonic, LLC	0
HACANOKA GMBH	0
Hach Company	0
HACH LANCE GMBH	0
HACH LANGE GMBH	0
Hachadorian Design &amp; Calculation GmbH	0
Hachette Book Group, Inc.	0
HACHI LABS, INC.	0
HACKENSACK UNIVERSITY MEDICAL CENTER	1
Hackensak University Medical Center	1
Hackensakc University Medical Center	1
Hackforth GmbH	0
Hackproof Technologies, Inc.	0
Hacksaw &amp; Knife Manufactory Co., Ltd.	0
HAD ENGINEERING S.R.L.	0
Hadal, Inc.	0
Hadar MFG, Inc.	0
HADASIT MEDICAL RESEARCH SERVICE AND DEVELOPMENT CO. LTD.	0
HADASIT MEDICAL RESEARCH SERVICE AND DEVELOPMENT LTD.	0
Hadasit Medical Research Services &amp; Development Limited	0
HADASIT MEDICAL RESEARCH SERVICES &amp; DEVELOPMENT LTD.	0
Hadasit Medical Research Services &amp; Development, Ltd.	0
Hadasit Medical Research Services and Development Company	0
Hadasit Medical Research Services and Development Ltd.	0
HADASSAH ACADEMIC COLLEGE	1
Hadley Industries Overseas Holdings Limited	0
HADO CO., LTD.	0
HADRONEX, INC.	0
Hae Kwang Co., Ltd.	0
Hae Therapeutics Limited	0
HAEBORA	0
Haebora Co., Ltd.	0
HAECHITECH CORPORATION	0
HAEDENBRIDGE CO., LTD.	0
Haefely Test AG	0
HAEMAFLOW LTD.	0
HAEMAIR LIMITED	0
Haemometrics Limited	0
Haemonetics Corporation	0
Haemostatix Limited	0
HAENNI INSTRUMENTS AG	0
Haeseung Hitec Co., Ltd.	0
HAESSLER INC.	0
HAESUNG DS CO., LTD	0
HAESUNG DS CO., LTD.	0
Haeun Chemtec Co., Ltd.	0
Hafele America Co.	0
HAFELE GMBH &amp; CO. KG	0
Haffmans B.V.	0
Hagenuk KMT Kabelmesstechnik GmbH	0
Hager Environmental and Atmospheric Technologies, LLC	0
Hager Industries, LLC	0
HAGER-ELECTRO SAS	0
HAGGLE SHOPPING PTY LTD	0
Hagie Manufacturing Company	0
Hahn Gasfedem GmbH	0
HAHN GASFEDERN GMBH	0
Hahn Marketing LLC	0
HAHN-SCHICKARD-GESELLSCHAFT FUER ANGEWANDTE FORSCH	3
Hahn-Schickard-Gesellschaft fuer angewandte Forschung e.V	3
Hahn-Schickard-Gesellschaft fuer angewandte Forschung e.V.	3
Hahn-Schickard-Gesellschaft Fur Angewandte Forschung E.V.	3
HAHN-SCHICKARD-GESELLSCHAFT FUR ANGEWANDTE FORSCHUNG E.V.	3
HAI Logan Gym, LLC	0
Haibao Fishing Tackle Co., Ltd.	0
HAIDER BIOLOGICS LLC	0
Haier Asia Co., Ltd.	0
Haier Asia International Co., Ltd.	0
HAIER GROUP CO.	0
HAIER GROUP CORPORATION	0
Haier Group Corporation and Qing Dao Haier Electronic Co., Ltd.	0
HAIER GROUP TECHNIQUE R &amp; D CENTER	0
HAIER GROUP TECHNIQUE R&amp;D CENTER	0
Haier U.S. Appliance Solutions, Inc.	0
Haier US Appliance Solution, Inc.	0
HAIER US APPLIANCE SOLUTIONS INC.	0
Haier US Appliance Solutions, Inc	0
Haier US Appliance Solutions, Inc.	0
Haier US Appliance Soultions, Inc.	0
Haier US Appliances Solutions, Inc.	0
Haier US Applicance Solutions, Inc.	0
HAIHONG ELECTRIC CO., LTD	0
Haihong Electric Co., Ltd.	0
Hail Signature Technologies, L.L.C.	0
Haileo Inc.	0
Haileo, Inc.	0
HAILISHENG PHARMACEUTICAL CO., LTD	0
HAILO-WERK RUDOLF LOH GMBH &amp; CO. KG	0
HAIMEN SENDA DECORATION MATERIAL CO., LTD	0
HAIMER GMBH	0
HAIMO TECHNOLOGIES GROUP CORP.	0
Hain Lifescience GmbH	0
HAIN YO Enterprise Co. Ltd.	0
Hain Yo Enterprises Co. Ltd.	0
Hainan Deze Drug Research Co., Ltd.	0
HAINAN LINGKANG PHARMACEUTICAL CO., LTD	0
Hainan Lingkang Pharmaceutical Co., Ltd.	0
HAINAN MEIHETAI BIOTECHNOLOGY CO., LTD.	0
Hainan Sequoia Creation Co., Ltd.	0
HAINAN SHINER INDUSTRIAL CO., LTD.	0
HAINAN UNIVERSITY	1
Hainan Weikang Pharmaceutical (Qianshan) Co., Ltd.	0
HAINAN YANGSHENGTANG PHARMACEUTICAL CO., LTD.	0
Hainbuch GmbH Spannende Technik	0
Hair Direct, Inc.	0
Hair Science Institute	2
Hair Systems Inc.	0
Hair Zone, Inc.	0
Hairdreams Haarhandels GmbH	0
HairMarker LLC	0
Hairostraight, SIA	0
HAIRSTETICS, LTD.	0
HAIRTALK GMBH	0
Hairy Back Ranch Inc.	0
Hairy Turtle Pty Ltd	0
Haiso Technology Co., Ltd	0
Haite Electronic Group Co., Ltd.	0
HAIZHI WANGJU NETWORK TECHNOLOGY (BEIJING) CO., LTD.	0
HAK5 LLC	0
HAKANISHI INC.	0
Hakko Co., Ltd.	0
Hakko Corp	0
Hakko Corp.	0
Hakko Corporation	0
Hako GmbH	0
Hakrhim Machinery Co.	0
HAKUSAN CORPORATION	0
HAL Allergy Holding B.V.	0
Hal Brackets Pty Ltd.	0
Hal Laboratory Inc.	0
Hal Laboratory, Inc.	0
HALARE, INC.	0
Halation Photonics Corporation	0
HALCO PTY LTD	0
Halcon Inc.	0
Halcor Metal Works S.A.	0
Halcore Group, Inc.	0
Halcyon Biomedical, Incorporated	0
Halcyon Consulting, LLC	0
Halcyon Medical, Inc.	0
Haldex Brake Corporation	0
HALDEX BRAKE LIMITED	0
